"item","condition","exp","UB","LB","low","high","y","x","group"
"coffee maker","original","05",96,92,0.00937423588242688,0.0375195328192592,0.0237724310345922,94,"coffee maker original 05"
"coffee maker","original","05",100,96,0.00904798401712422,0.0374017401208345,0.0227952839922858,98,"coffee maker original 05"
"coffee maker","original","05",104,100,0.00339020122484689,0.0245367965265543,0.0129171436165199,102,"coffee maker original 05"
"coffee maker","original","05",108,104,0.00309087238221096,0.0228579191168508,0.0116825630407645,106,"coffee maker original 05"
"coffee maker","original","05",112,108,0.00232534307337457,0.0227037296466212,0.0110886560875608,110,"coffee maker original 05"
"coffee maker","original","05",116,112,0.00188789775403949,0.0214475136145263,0.0104567339109717,114,"coffee maker original 05"
"coffee maker","original","05",120,116,0.00123172977503686,0.0203002009761535,0.00923427623642311,118,"coffee maker original 05"
"coffee maker","original","05",124,120,0.00202601423073864,0.0181682531797,0.00957093667601653,122,"coffee maker original 05"
"coffee maker","original","05",128,124,0.00194476857253987,0.0160066022690068,0.00809520007159439,126,"coffee maker original 05"
"coffee maker","original","05",132,128,0.000466200466200466,0.0155562589502293,0.00640377862806203,130,"coffee maker original 05"
"coffee maker","original","05",136,132,0.000932400932400932,0.0151022022075675,0.00641592235160068,134,"coffee maker original 05"
"coffee maker","original","05",140,136,0.0011789840447307,0.0176247751198463,0.00940187958228851,138,"coffee maker original 05"
"coffee maker","original","05",144,140,0.000972384286269934,0.0485977956678592,0.0192271662972299,142,"coffee maker original 05"
"coffee maker","original","05",148,144,0.000972384286269934,0.0700616608359607,0.0262788003669858,146,"coffee maker original 05"
"coffee maker","original","05",152,148,0.000680669000388954,0.0440373123570323,0.0173294787299236,150,"coffee maker original 05"
"coffee maker","original","05",156,152,0.000777907429015947,0.0302166177027528,0.011566313604572,154,"coffee maker original 05"
"coffee maker","original","05",160,156,0.00058343057176196,0.064368562062137,0.0225277502096566,158,"coffee maker original 05"
"coffee maker","original","06",4,0,0.000750259000184895,0.00944771181394464,0.00381759882420042,2,"coffee maker original 06"
"coffee maker","original","06",8,4,0.000641161817630007,0.00771079363166002,0.00327341514153643,6,"coffee maker original 06"
"coffee maker","original","06",12,8,0.00089540846557252,0.0108629591650757,0.00446299383948897,10,"coffee maker original 06"
"coffee maker","original","06",16,12,0.00111896608390107,0.01317815430595,0.00591557029757259,14,"coffee maker original 06"
"coffee maker","original","06",20,16,0.00172137954949171,0.0096736802764137,0.00522553901593892,18,"coffee maker original 06"
"coffee maker","original","06",24,20,0.00223659207277015,0.0109642461693659,0.00592006247796431,22,"coffee maker original 06"
"coffee maker","original","06",28,24,0.0028264015966802,0.0144639386751967,0.0078998272600027,26,"coffee maker original 06"
"coffee maker","original","06",32,28,0.00318756837417441,0.014558918841213,0.00820139263235097,30,"coffee maker original 06"
"coffee maker","original","06",36,32,0.00402326055817454,0.015861679824809,0.00923329094363091,34,"coffee maker original 06"
"coffee maker","original","06",40,36,0.00448194868466878,0.0145590273093379,0.00934548048771011,38,"coffee maker original 06"
"coffee maker","original","06",44,40,0.00591239850957986,0.0169413776340802,0.0110308649457376,42,"coffee maker original 06"
"coffee maker","original","06",48,44,0.00747422114755669,0.0202071613165362,0.0134516113059936,46,"coffee maker original 06"
"coffee maker","original","06",52,48,0.00986724245027763,0.0208693178476263,0.0149918799997096,50,"coffee maker original 06"
"coffee maker","original","06",56,52,0.0119380275735878,0.0231873902267986,0.0173674447583177,54,"coffee maker original 06"
"coffee maker","original","06",60,56,0.0137298689811938,0.0259422092099992,0.0196664640698109,58,"coffee maker original 06"
"coffee maker","original","06",64,60,0.0154550676844176,0.0293606783866411,0.0218370547484883,62,"coffee maker original 06"
"coffee maker","original","06",68,64,0.0152420076103961,0.0321269588574022,0.0231980452065411,66,"coffee maker original 06"
"coffee maker","original","06",72,68,0.0149955981988306,0.0348316326751674,0.0239293566032835,70,"coffee maker original 06"
"coffee maker","original","06",76,72,0.014447380964604,0.0374874107087818,0.0253484579580892,74,"coffee maker original 06"
"coffee maker","original","06",80,76,0.0156263987262731,0.0382179376987509,0.0259527101461976,78,"coffee maker original 06"
"coffee maker","original","06",84,80,0.0183070197812796,0.0402239256389398,0.0282493115420472,82,"coffee maker original 06"
"coffee maker","original","06",88,84,0.0186048465707157,0.0394408676706967,0.0281476247872133,86,"coffee maker original 06"
"coffee maker","original","06",92,88,0.0197596204632872,0.0371959880579689,0.0279073920252734,90,"coffee maker original 06"
"coffee maker","original","06",96,92,0.0196045830443182,0.0351539384493401,0.0266747845792048,94,"coffee maker original 06"
"coffee maker","original","06",100,96,0.0202192698708057,0.0336836201764605,0.0266177243706031,98,"coffee maker original 06"
"coffee maker","original","06",104,100,0.0195198716814989,0.0298423092087957,0.024417494108915,102,"coffee maker original 06"
"coffee maker","original","06",108,104,0.0190984909317775,0.0274152300112832,0.0230109177029976,106,"coffee maker original 06"
"coffee maker","original","06",112,108,0.0172541935030907,0.0250011517655964,0.021105203103568,110,"coffee maker original 06"
"coffee maker","original","06",116,112,0.0157733154713917,0.0244214676212613,0.020383521799066,114,"coffee maker original 06"
"coffee maker","original","06",120,116,0.0152601172554996,0.0232308192591421,0.019409118164464,118,"coffee maker original 06"
"coffee maker","original","06",124,120,0.0167180275699504,0.0240757523844362,0.0205528238522234,122,"coffee maker original 06"
"coffee maker","original","06",128,124,0.0168898728725032,0.0236613783979014,0.0203318039393456,126,"coffee maker original 06"
"coffee maker","original","06",132,128,0.0152901485452585,0.0228407479510529,0.0193604204612001,130,"coffee maker original 06"
"coffee maker","original","06",136,132,0.0147919142399542,0.0223498920397142,0.0187141129130027,134,"coffee maker original 06"
"coffee maker","original","06",140,136,0.0131264331071744,0.0217948412185297,0.0174045382025617,138,"coffee maker original 06"
"coffee maker","original","06",144,140,0.0128376023288513,0.0214272000974379,0.0173889107167211,142,"coffee maker original 06"
"coffee maker","original","06",148,144,0.0124123454915468,0.0213755177301607,0.0172579943355148,146,"coffee maker original 06"
"coffee maker","original","06",152,148,0.0127923808551192,0.021173592913748,0.0170381067177336,150,"coffee maker original 06"
"coffee maker","original","06",156,152,0.0121017710023403,0.0210502190587191,0.0167279108607167,154,"coffee maker original 06"
"coffee maker","original","06",160,156,0.0122710669192914,0.0211725804639177,0.0166929878425579,158,"coffee maker original 06"
"coffee maker","original","06",164,160,0.0119678880272601,0.0199184875010748,0.0161564411407514,162,"coffee maker original 06"
"coffee maker","original","06",168,164,0.0118838278899226,0.0201389444050512,0.0160436294940636,166,"coffee maker original 06"
"coffee maker","original","06",172,168,0.0115207539062572,0.020100626811334,0.0158578269715784,170,"coffee maker original 06"
"coffee maker","original","06",176,172,0.0105802340326261,0.0191344697511889,0.0150310350090949,174,"coffee maker original 06"
"coffee maker","original","06",180,176,0.00977992990604542,0.0186665992995723,0.0142119718599374,178,"coffee maker original 06"
"coffee maker","original","06",184,180,0.00994221846569594,0.0183999442344317,0.0141384408023456,182,"coffee maker original 06"
"coffee maker","original","06",188,184,0.00982147652708961,0.0187195603050348,0.014136608315977,186,"coffee maker original 06"
"coffee maker","original","06",192,188,0.0101810288275316,0.0184248448062349,0.0143235155273178,190,"coffee maker original 06"
"coffee maker","original","06",196,192,0.00932689482026934,0.0186528387634886,0.0140920156637875,194,"coffee maker original 06"
"coffee maker","original","06",200,196,0.00860429177210419,0.0172410352236306,0.0129362084389917,198,"coffee maker original 06"
"coffee maker","original","06",204,200,0.00820593660124852,0.0160240816310199,0.0120324956014439,202,"coffee maker original 06"
"coffee maker","original","06",208,204,0.00745256715394657,0.0147407605220965,0.011022148878171,206,"coffee maker original 06"
"coffee maker","original","06",212,208,0.00745559964917898,0.0151244483497848,0.0110708781037016,210,"coffee maker original 06"
"coffee maker","original","06",216,212,0.00697081239239519,0.0143663615908463,0.0104850858170282,214,"coffee maker original 06"
